City,Livability_Score,Listing_Type,Price,Sq_Ft,Beds,Baths,Estimated_monthly_payment,Crime,Employment,Housing,Schools,User_Ratings,Address_Line_1,Agent_Name,Agent_Company,Airports,Colleges,Military_Bases,Shopping_Centers,Parks_and_Recreation,Utilities,Kitchen_Features,HOA,Parking,Garage,Pool,Laundry,Pets_Allowed,State,Zipcode
San Jose,67,House ,1098998.0,1626.0,4,3,5190,D,C+,C-,D,C+,261 Cannikin Dr,Shahnawaz Saigal,CENTURY 21 Real Estate Alliance,1,3,1,0,2,4,1,Yes,Yes,Yes,No,No,No,CA,95116
San Jose,67,House ,1695950.0,2031.0,4,3,8010,D,C+,C-,D,C+,5403 Ayrshire Dr,Ruben Rosso,"Ruben Rosso, Broker",1,2,1,1,1,3,6,No,No,No,Yes,Yes,No,CA,95118
San Jose,67,Townhouse ,779000.0,1093.0,2,3,3679,D,C+,C-,D,C+,6937 Rodling Drive # C,Sinan Zakaria,Listed Simply,1,1,1,3,1,4,1,Yes,Yes,Yes,Yes,Yes,No,CA,95138
San Jose,67,House ,1099000.0,1150.0,2,1,5190,D,C+,C-,D,C+,658 N 14th St,Anna Nguyen,Diversified Realty,1,3,1,1,5,2,4,No,Yes,Yes,No,Yes,No,CA,95112
San Jose,67,House ,1299000.0,1438.0,3,2,6135,D,C+,C-,D,C+,2623 Reno Drive,Kuldeep Singh,Bay City Real Estate & Loans,1,3,1,3,1,4,1,Yes,Yes,Yes,Yes,Yes,No,CA,95148
San Jose,67,Manufactured ,235000.0,1440.0,3,2,1110,D,C+,C-,D,C+,494 Pomegranate Ln 494,Hugo Ascencio,Real Estate Agent,1,3,1,1,2,2,4,No,No,No,No,Yes,No,CA,95134
San Jose,67,House ,2199850.0,2016.0,3,3,10390,D,C+,C-,D,C+,1425 McKendrie St,Debbie Thompson,Elite Realty Services,1,3,1,2,3,3,12,No,No,No,Yes,Yes,No,CA,95126
San Jose,67,House ,1600000.0,2848.0,3,3,7557,D,C+,C-,D,C+,3890 Balcom Rd,George Montanari,Compass,1,2,1,0,1,2,1,No,No,No,No,No,No,CA,95148
San Jose,67,House ,600000.0,1054.0,2,2,2834,D,C+,C-,D,C+,25 Muirfield,Johnny Hoang,Keller Williams East County,1,3,1,1,1,3,0,No,No,No,No,No,No,CA,95116
San Jose,67,Manufactured ,209898.0,672.0,1,2,991,D,C+,C-,D,C+,195 Blossom Hill Rd 135,Ben Alan,Benjamin Alan Properties,1,2,1,3,0,2,5,No,No,No,No,Yes,No,CA,95123
San Jose,67,Condo ,498500.0,720.0,1,1,2354,D,C+,C-,D,C+,642 Easton Dr,Aida Soriano,Coldwell Banker Realty,1,3,1,2,1,3,0,No,Yes,Yes,No,No,No,CA,95133
San Jose,67,House ,1250000.0,1365.0,2,2,5904,D,C+,C-,D,C+,96 Fox Ave,Steven Karp,California Realty,1,3,1,2,5,2,0,No,No,No,No,No,No,CA,95110
San Jose,67,Condo ,524888.0,903.0,2,1,2479,D,C+,C-,D,C+,824 Gilchrist Drive #4,Yasir Aladdin,Compass,1,3,1,2,1,1,0,Yes,Yes,Yes,No,No,No,CA,95133
San Jose,67,House ,999999.0,1784.0,4,2,4723,D,C+,C-,D,C+,1915 Sarasota Way,Robert Rodriguez,San Diego Heroes Realty,1,3,1,2,2,2,0,No,Yes,Yes,No,No,No,CA,95122
San Jose,67,Manufactured ,349000.0,1506.0,3,2,1648,D,C+,C-,D,C+,510 Saddle Brook 301,Kathleen Tuttle,Keller Williams Realty-Silicon Valley,1,3,1,3,0,3,7,No,No,No,No,Yes,No,CA,95136
San Jose,67,Manufactured ,190000.0,1040.0,2,2,897,D,C+,C-,D,C+,2150 Almaden Rd 52,Donald McCline,Keller Williams San Jose Gateway,1,3,1,2,4,3,4,No,No,No,No,Yes,No,CA,95125
San Jose,67,House ,1249000.0,2280.0,3,2,5899,D,C+,C-,D,C+,11081 Chula Vista Ave,Pam Rodgers,Intero Real Estate Services,1,2,1,2,0,3,0,No,No,No,No,No,No,CA,95127
San Jose,67,House ,1150000.0,1409.0,5,4,5431,D,C+,C-,D,C+,1941 Biscayne Way,Mariela Velazquez,Real Estate Agent,1,3,1,1,3,3,0,No,Yes,Yes,No,No,No,CA,95122
San Jose,67,House ,475995.0,632.0,1,1,2248,D,C+,C-,D,C+,1055 N Capitol Ave 198,Fe Casem,IBIS Universal Corporation,1,3,1,2,1,3,0,No,No,No,No,No,No,CA,95133
San Jose,67,Manufactured ,305000.0,1440.0,3,2,1440,D,C+,C-,D,C+,5450 Monterey Rd 9,Hai Nguyen,Pacificwide Real Estate & Mortgage,1,3,1,3,1,3,4,No,No,No,No,Yes,No,CA,95111
San Jose,67,Manufactured ,159000.0,1120.0,3,2,751,D,C+,C-,D,C+,109 200 Ford Rd 109,Hugo Ascencio,Real Estate Agent,1,1,1,3,0,3,0,No,No,No,No,No,No,CA,95138
San Jose,67,House ,450000.0,667.0,1,1,2125,D,C+,C-,D,C+,1060 S 3rd St 359,Abbas Mohammed,eXp Realty of California Inc.,1,3,1,1,5,3,0,No,No,No,Yes,No,No,CA,95112
San Jose,67,House ,780880.0,1088.0,2,2,3688,D,C+,C-,D,C+,270 Southside Drive,Douglas Heydon,CENTURY 21 Real Estate Alliance,1,3,1,1,1,2,0,Yes,Yes,Yes,No,No,No,CA,95111
San Jose,67,House ,999950.0,782.0,2,2,4723,D,C+,C-,D,C+,429 N 5th St,David Martz,Compass,1,3,1,1,5,3,8,No,No,No,No,Yes,No,CA,95112
San Jose,67,Condo ,650000.0,1012.0,2,2,3070,D,C+,C-,D,C+,3157 Kenland Drive,Kitty Ho,Pinnacle Real Estate Group,1,3,1,1,1,2,0,Yes,Yes,Yes,No,Yes,No,CA,95111
San Jose,67,House ,668000.0,899.0,1,1,3155,D,C+,C-,D,C+,88 E San Fernando St 709,John Leahy,Redfin,1,3,1,3,5,3,2,No,No,No,Yes,Yes,No,CA,95113
San Jose,67,House ,1275000.0,1402.0,3,2,6022,D,C+,C-,D,C+,1381 Crailford Ct,Kimo Huynh,North Valley Realty Group,1,3,1,3,1,3,1,No,No,No,No,Yes,No,CA,95121
San Jose,67,House ,2300000.0,2247.0,4,3,10863,D,C+,C-,D,C+,826 N White Rd,Joshua Calderon,Real Estate Agent,1,3,1,1,1,3,0,No,No,No,No,No,No,CA,95127
San Jose,67,Townhouse ,785000.0,1656.0,2,3,3707,D,C+,C-,D,C+,7087 Santa Teresa Boulevard,Jennifer Rutherford,Compass,1,1,1,3,1,1,0,Yes,Yes,Yes,No,No,No,CA,95139
San Jose,67,Manufactured ,234990.0,1020.0,3,2,1110,D,C+,C-,D,C+,510 Saddle Brook Dr 324,Angela Garcia,Compass,1,3,1,1,1,3,2,No,No,No,No,Yes,No,CA,95136
San Jose,67,House ,959000.0,993.0,4,1,4529,D,C+,C-,D,C+,1880 Macduee Way,Lexuan Tran,New Land Corp,1,3,1,3,0,2,4,No,No,No,No,Yes,No,CA,95121
San Jose,67,House ,1499000.0,2448.0,6,2,7080,D,C+,C-,D,C+,427 Page St,Eric Wong,Real Estate Agent,1,3,1,2,5,3,0,No,Yes,Yes,No,No,No,CA,95126
San Jose,67,Condo ,530000.0,918.0,2,2,2503,D,C+,C-,D,C+,76 Rancho Dr C,Kevin Su,Reliant Loans & Realty,1,3,1,2,1,2,1,Yes,Yes,Yes,Yes,Yes,No,CA,95111
San Jose,67,House ,1350000.0,880.0,2,1,6376,D,C+,C-,D,C+,677 Elm Street,Sinan Zakaria,Listed Simply,1,3,1,2,5,3,1,Yes,Yes,Yes,Yes,No,No,CA,95126
San Jose,67,House ,2690000.0,2050.0,4,2,12704,D,C+,C-,D,C+,508 S Almaden Ave,Mike D'Ambrosio,Intero Real Estate Services,1,3,1,1,5,3,0,No,No,No,No,No,No,CA,95110
San Jose,67,House ,1139888.0,1360.0,4,2,5384,D,C+,C-,D,C+,4775 Trego Drive,Michael Adari,Verano Real Estate,1,3,1,2,1,2,0,No,Yes,No,No,No,No,CA,95118
San Jose,67,House ,998000.0,1360.0,4,2,4713,D,C+,C-,D,C+,25 Uxbridge Court,Laxmi Penupothula,Redfin,1,1,1,3,0,1,0,No,Yes,Yes,No,No,No,CA,95139
San Jose,67,House ,875000.0,1365.0,3,2,4132,D,C+,C-,D,C+,346 Meadow Ln,"Felix  ""The Cat"" Flores",Intero Real Estate Services,1,3,1,1,1,3,0,No,No,No,No,No,No,CA,95127
San Jose,67,House ,2450000.0,2894.0,4,4,11571,D,C+,C-,D,C+,4311 Botticelli Dr,Tim Nguyen,"Affinity Real Estate Services, Inc.",1,2,1,3,0,3,11,No,No,No,No,Yes,No,CA,95135
San Jose,67,House ,1075000.0,1400.0,3,2,5077,D,C+,C-,D,C+,480 Curie Drive,Angie Cocke,CENTURY 21 Real Estate Alliance,1,1,1,3,0,2,0,No,Yes,Yes,No,No,No,CA,95123
San Jose,67,Condo ,559000.0,808.0,1,1,2640,D,C+,C-,D,C+,5933 Sunstone Drive #403,Casey Nguyen,Intero Real Estate Services,1,1,1,3,0,2,1,Yes,Yes,Yes,No,No,No,CA,95123
San Jose,67,House ,1500000.0,1976.0,5,3,7084,D,C+,C-,D,C+,491 Auzerais Ave,Oscar Martinez,Century Medallion Of Los Gatos,1,3,1,0,5,2,6,No,No,No,No,No,No,CA,95126
San Jose,67,House ,1199000.0,1800.0,3,4,5663,D,C+,C-,D,C+,737 S 2nd St 3,Domarina Beitpoulice,1st Class Realty Co,1,3,1,0,5,3,6,No,No,No,No,Yes,No,CA,95112
San Jose,67,House ,1251000.0,1825.0,3,4,5908,D,C+,C-,D,C+,737 S 2nd St 1,Domarina Beitpoulice,1st Class Realty Co,1,3,1,0,5,3,6,No,No,No,No,Yes,No,CA,95112
San Jose,67,House ,1198000.0,1753.0,3,3,5658,D,C+,C-,D,C+,334 Fuller Avenue,Sheryl Shigemasa,CENTURY 21 Real Estate Alliance,1,3,1,1,4,2,0,No,Yes,Yes,No,No,No,CA,95125
San Jose,67,House ,820000.0,984.0,2,2,3873,D,C+,C-,D,C+,464 S 9th Street,Nadia Shambo,CENTURY 21 Real Estate Alliance,1,3,1,1,5,2,0,No,Yes,Yes,No,No,No,CA,95112
San Jose,67,House ,2999888.0,1521.0,3,2,14168,D,C+,C-,D,C+,3812 Dove Hill Rd,Ernesto Martinez,Intero Real Estate Services,1,3,1,3,1,3,0,No,Yes,Yes,No,No,No,CA,95121
San Jose,67,House ,685000.0,1482.0,3,3,3235,D,C+,C-,D,C+,130 Baroni Avenue #2,Elva Acevedo,CENTURY 21 Real Estate Alliance,1,3,1,3,1,2,0,No,Yes,Yes,No,No,No,CA,95136
San Jose,67,House ,188888.0,960.0,3,2,892,D,C+,C-,D,C+,160 El Bosque St #160,Tiffani Perry,CENTURY 21 Real Estate Alliance,1,3,1,2,3,2,0,No,Yes,Yes,No,No,No,CA,95134
San Jose,67,House ,549000.0,1474.0,4,3,2593,D,C+,C-,D,C+,1491 Carmen Ct,Suzane Quimson,24K Real Estate Services,1,3,1,2,1,3,0,No,No,No,No,No,No,CA,95121
San Jose,67,House ,2250000.0,1077.0,2,1,10626,D,C+,C-,D,C+,1595 Pomona Ave,Steve Becerra,Oxbridge Properties,1,3,1,1,5,2,0,No,No,No,No,No,No,CA,95110
San Jose,67,House ,1399999.0,2186.0,4,3,6612,D,C+,C-,D,C+,610 Minor Ave,Jerry Kumar,Paramount Buildings & Loans,1,3,1,2,5,3,5,Yes,Yes,Yes,Yes,Yes,No,CA,95125
San Jose,67,House ,1749000.0,1704.0,4,2,8260,D,C+,C-,D,C+,1336 Ridgewood Dr,Susie Hamilton,Coldwell Banker Realty,1,3,1,2,1,4,0,No,Yes,Yes,No,No,No,CA,95118
San Jose,67,House ,2188000.0,1768.0,3,4,10334,D,C+,C-,D,C+,2130 Bello Ave,Camille Eder,Coldwell Banker Realty,1,3,1,2,2,3,0,No,Yes,Yes,No,No,No,CA,95125
San Jose,67,House ,1995000.0,1552.0,4,3,9422,D,C+,C-,D,C+,14701 Cole Dr,Maryam Tabatabaei,Coldwell Banker Realty,1,3,1,2,4,4,0,No,Yes,Yes,No,No,No,CA,95124
San Jose,67,House ,2348000.0,2315.0,5,3,11089,D,C+,C-,D,C+,1857 Laurinda Drive,Susan Laragione,Corcoran Global Living,1,3,1,2,1,2,0,No,Yes,Yes,No,No,No,CA,95124
San Jose,67,House ,1100000.0,1274.0,3,2,5195,D,C+,C-,D,C+,2863 Alwood Court,Jill Chen,Keller Williams Palo Alto,1,3,1,3,1,1,0,No,Yes,Yes,No,No,No,CA,95148
San Jose,67,Manufactured ,319000.0,1516.0,3,2,1507,D,C+,C-,D,C+,401 Southbay Drive #401,Brian Shaw,Alliance Manufactured Homes In,1,3,1,2,3,1,0,Yes,Yes,No,No,No,Yes,CA,95134
San Jose,67,Manufactured ,235000.0,1440.0,3,2,1110,D,C+,C-,D,C+,494 Pomegranate Lane #494,Hugo Ascencio,Radius Agent Realty,1,3,1,1,2,1,0,Yes,Yes,No,No,No,No,CA,95134
Palo Alto,80,House ,1698888.0,1850.0,3,2,8024,C+,A+,C+,A+,B+,440 Cesano Ct 210,Chandani Group,Compass,2,3,1,1,5,3,0,No,No,No,No,No,No,CA,94306
Palo Alto,80,House ,1529700.0,1183.0,3,3,7225,C+,A+,C+,A+,B+,535 Channing Ave,Brian Chancellor,Real Estate Agent,2,3,1,2,5,3,2,No,No,No,Yes,Yes,No,CA,94301
Palo Alto,80,House ,2998000.0,1561.0,3,2,14159,C+,A+,C+,A+,B+,966 Blair Ct,Dana Van Hulsen,Compass,2,3,1,1,5,3,9,No,No,No,No,Yes,No,CA,94303
Palo Alto,80,House ,3000000.0,1232.0,3,2,14169,C+,A+,C+,A+,B+,2140 High St,Nicole Carol,Compass,2,3,1,2,5,2,6,No,No,No,No,Yes,No,CA,94301
Palo Alto,80,House ,978000.0,822.0,1,1,4619,C+,A+,C+,A+,B+,881 Federation Way,Anson Ip,Compass,2,3,1,3,4,3,8,No,No,No,No,Yes,No,CA,94303
Palo Alto,80,House ,2388000.0,1650.0,4,2,11278,C+,A+,C+,A+,B+,717 And 723 Ellsworth Pl,Annie Watson,Coldwell Banker Realty,2,3,1,0,5,3,0,No,Yes,Yes,No,No,No,CA,94306
Palo Alto,80,House ,2750000.0,2137.0,5,2,12988,C+,A+,C+,A+,B+,601 Chimalus Dr,Kristjan Higdon,eXp Realty of California Inc.,2,3,1,1,5,3,15,No,No,No,No,Yes,No,CA,94306
Palo Alto,80,House ,2828000.0,1395.0,4,3,13356,C+,A+,C+,A+,B+,680 Colorado Ave,Roxane Chiang,Giant Realty Inc.,2,3,1,0,5,2,0,No,No,No,No,No,No,CA,94306
Palo Alto,80,House ,998000.0,913.0,1,1,4713,C+,A+,C+,A+,B+,101 Alma St 808,Edward Paulin,Compass,2,3,1,1,5,3,8,No,No,No,Yes,Yes,No,CA,94301
Palo Alto,80,House ,1498000.0,1334.0,2,2,7075,C+,A+,C+,A+,B+,185 Forest Ave 2B,Samuel Spinella Ii,Spoke Real Estate,2,3,1,2,5,2,0,No,No,No,No,No,No,CA,94301
Palo Alto,80,House ,1495000.0,1096.0,2,2,7061,C+,A+,C+,A+,B+,500 Fulton St 201,Judy Citron,Compass,2,3,1,2,5,3,0,No,No,No,No,Yes,No,CA,94301
Palo Alto,80,House ,2250000.0,1525.0,2,3,10626,C+,A+,C+,A+,B+,329 Ramona St,Tim Anderson,Sereno,2,3,1,2,5,2,7,No,No,No,No,Yes,No,CA,94301
Palo Alto,80,Condo ,1299990.0,1030.0,2,2,6140,C+,A+,C+,A+,B+,765 San Antonio Road #37,Allen Gu,"California Sunshine Inv, Inc",2,3,1,3,3,1,0,Yes,Yes,Yes,No,Yes,No,CA,94303
Palo Alto,80,Condo ,1349000.0,1056.0,2,2,6371,C+,A+,C+,A+,B+,518 Everett D,Christina O'Brien,5 Star Realty Partners,2,3,1,2,5,2,8,Yes,Yes,Yes,Yes,Yes,Yes,CA,94301
Santa Clara,77,House ,2988000.0,2460.0,5,3,14112,B-,B+,B,B+,B-,311 Madrone Ave,Chia-Yu Huang,Coldwell Banker Realty,1,3,1,2,0,3,0,Yes,Yes,Yes,No,No,No,CA,95051
Santa Clara,77,House ,1979000.0,2397.0,4,4,9346,B-,B+,B,B+,B-,2971 Jerald,William McKown,Bailey Properties,1,3,1,2,0,2,9,No,No,No,No,Yes,No,CA,95051
Santa Clara,77,House ,1380000.0,1130.0,3,2,6518,B-,B+,B,B+,B-,2426 Glendenning Ave,Andy Tse,Intero Real Estate Services,1,3,1,2,0,3,1,No,No,No,No,No,No,CA,95050
Santa Clara,77,House ,799000.0,1316.0,2,2,3774,B-,B+,B,B+,B-,2200 Agnew Rd 117,Sandra Zib,Intero Real Estate Services,1,3,1,2,2,3,7,No,No,No,No,Yes,No,CA,95054
Santa Clara,77,House ,1399000.0,1146.0,3,2,6607,B-,B+,B,B+,B-,1776 Laine Ave,Chau Nguyen,Alliance Bay Realty,1,3,1,1,0,3,0,No,No,No,No,No,No,CA,95051
Santa Clara,77,House ,1100000.0,1215.0,2,2,5195,B-,B+,B,B+,B-,2370 Shoreside Ct,Kelly Goni,Sereno,1,3,1,2,2,3,5,No,No,No,Yes,Yes,No,CA,95054
Santa Clara,77,House ,1675000.0,1495.0,3,1,7911,B-,B+,B,B+,B-,972 Fairfield Ave,Bruce Newman,Coldwell Banker Realty,1,3,1,2,0,4,0,Yes,Yes,Yes,No,No,No,CA,95050
Santa Clara,77,House ,1180000.0,1155.0,3,1,5573,B-,B+,B,B+,B-,1075 Reed St,David Bettencourt,Bettencourt Real Estate Services,1,3,1,0,0,2,0,No,No,No,No,No,No,CA,95050
Santa Clara,77,House ,998000.0,1433.0,2,2,4713,B-,B+,B,B+,B-,603 Valeri Ruth Ct,Howard Bloom,Intero Real Estate Services,1,3,1,2,0,3,11,No,No,No,Yes,Yes,No,CA,95050
Santa Clara,77,House ,1899000.0,1991.0,4,4,8969,B-,B+,B,B+,B-,2985 Warburton Ave,Vinicius Brasil,Keller Williams Realty - Cupertino,1,3,1,2,0,2,0,No,No,No,No,Yes,No,CA,95051
Santa Clara,77,House ,599900.0,858.0,2,1,2833,B-,B+,B,B+,B-,2250 Monroe St 262,Amy Su,Maxreal,1,3,1,1,1,3,9,No,No,No,Yes,Yes,No,CA,95050
Santa Clara,77,House ,1599000.0,1511.0,4,2,7552,B-,B+,B,B+,B-,961 Maryann Dr,Pamela Minnis,Coldwell Banker Realty,1,3,1,3,0,4,0,No,Yes,Yes,No,No,No,CA,95050
Santa Clara,77,House ,975000.0,937.0,3,1,4605,B-,B+,B,B+,B-,1031 Di Giulio Ave,Gary Hill,Compass,1,3,1,1,1,3,5,No,No,No,No,Yes,No,CA,95050
Santa Clara,77,House ,1699950.0,1520.0,4,2,8029,B-,B+,B,B+,B-,3490 Notre Dame Dr,Al Moridi,Intero Real Estate Services,1,3,1,3,0,3,5,No,No,No,No,Yes,No,CA,95051
Santa Clara,77,House ,1688888.0,1684.0,3,2,7976,B-,B+,B,B+,B-,3645 De Soto Ave,Danielle Contreras,Coldwell Banker Realty,1,3,1,3,0,4,0,Yes,Yes,Yes,No,No,No,CA,95051
Santa Clara,77,House ,1898000.0,1790.0,4,3,8964,B-,B+,B,B+,B-,3139 Fowler Ave,New Door,Compass,1,3,1,1,0,2,0,No,No,No,No,Yes,No,CA,95051
Santa Clara,77,House ,630000.0,983.0,2,2,2975,B-,B+,B,B+,B-,1730 Halford Ave 244,Claudine Rydquist,Intero Real Estate Services,1,3,1,3,0,2,6,No,No,No,Yes,Yes,No,CA,95051
Santa Clara,77,House ,723888.0,865.0,1,1,3419,B-,B+,B,B+,B-,3901 Lick Mill Blvd 430,Steve Mun,Keller Williams Realty-Silicon Valley,1,3,1,1,2,3,7,No,No,No,No,Yes,No,CA,95054
Santa Clara,77,House ,1599000.0,1254.0,3,2,7552,B-,B+,B,B+,B-,617 Kiely Blvd,Alex Lunginovic,Montalvo Realty,1,3,1,3,0,2,10,No,No,No,No,Yes,No,CA,95051
Santa Clara,77,House ,1499950.0,1390.0,3,2,7084,B-,B+,B,B+,B-,656 Scott Blvd,Al Moridi,Intero Real Estate Services,1,3,1,1,0,2,5,No,No,No,No,Yes,No,CA,95050
Santa Clara,77,House ,1688888.0,1598.0,3,2,7976,B-,B+,B,B+,B-,2210 Crocker Way,Craig Gorman,Intero Real Estate Services,1,3,1,3,0,3,2,No,No,No,No,Yes,No,CA,95051
Santa Clara,77,House ,1850000.0,2638.0,5,4,8737,B-,B+,B,B+,B-,2533 Amethyst Dr,Jingya Ji,Coldwell Banker Realty,1,3,1,3,0,4,0,Yes,Yes,Yes,No,No,No,CA,95051
Santa Clara,77,House ,1999888.0,2126.0,4,2,9445,B-,B+,B,B+,B-,2637 Landslide Ct,Alexis Orosco,Realty One Group Infinity,1,3,1,2,0,3,4,No,No,No,Yes,Yes,No,CA,95051
Santa Clara,77,House ,1388000.0,897.0,3,2,6555,B-,B+,B,B+,B-,2516 Parkland Court,Denise Alberto,Real Estate eBroker Inc,1,3,1,3,0,2,1,No,Yes,Yes,No,Yes,No,CA,95051
Santa Clara,77,Condo ,599950.0,983.0,2,2,2833,B-,B+,B,B+,B-,1750 Halford Ave 211,Karl Gerner,Coldwell Banker Realty,1,3,1,3,0,3,0,No,Yes,Yes,No,No,No,CA,95051
Santa Clara,77,House ,1499000.0,1594.0,3,2,7080,B-,B+,B,B+,B-,2796 Donovan Ave,Vinicius Brasil,Keller Williams Realty - Cupertino,1,3,1,3,0,3,0,No,No,No,No,Yes,No,CA,95051
Santa Clara,77,House ,699888.0,834.0,1,1,3305,B-,B+,B,B+,B-,3901 Lick Mill Blvd 232,Mymy Trieu,Real Estate Agent,1,3,1,1,2,3,6,No,No,No,No,Yes,No,CA,95054
Santa Clara,77,House ,1898000.0,1284.0,3,2,8964,B-,B+,B,B+,B-,393 La Salle Ave,Vinicius Brasil,Keller Williams Realty - Cupertino,1,3,1,3,0,3,0,No,No,No,No,Yes,No,CA,95051
Santa Clara,77,House ,1328888.0,897.0,3,1,6276,B-,B+,B,B+,B-,2527 Pilot Knob Dr,Nicole Trieu,"Nhung Trieu, Broker",1,3,1,3,0,2,4,No,No,No,No,Yes,No,CA,95051
Santa Clara,77,House ,298550.0,1334.0,3,3,1410,B-,B+,B,B+,B-,620 Hermitage,Cecilia Dori,Real Estate Agent,1,3,1,2,3,2,0,No,Yes,Yes,No,No,No,CA,95134
Santa Clara,77,House ,1345000.0,1666.0,4,2,6352,B-,B+,B,B+,B-,3735 Eastwood Circle,Century 21 Mm ,"CENTURY 21 Select Real Estate, Inc.",1,3,1,1,2,2,0,No,Yes,Yes,No,No,No,CA,95054
Santa Clara,77,House ,1180000.0,1235.0,3,2,5573,B-,B+,B,B+,B-,327 Los Padres Blvd,John Bonfiglio,RE/MAX GOLD Plymouth,1,3,1,1,0,1,0,No,Yes,No,No,No,No,CA,95050
Cupertino,83,House ,2300000.0,1697.0,3,2,10863,A,A-,C+,A+,A-,10780 Brookwell Dr,Adriana Morris,Intero Real Estate Services,1,3,1,2,1,2,0,No,No,No,No,No,No,CA,95014
Cupertino,83,House ,2688000.0,2071.0,4,3,12695,A,A-,C+,A+,A-,10218 Mira Vista Rd,Mary Tan,Compass,1,3,1,0,5,2,1,No,No,No,No,Yes,No,CA,95014
Cupertino,83,House ,2998000.0,2285.0,4,3,14159,A,A-,C+,A+,A-,7552 Heatherwood Dr,Janice Sehr,Coldwell Banker Realty,1,3,1,2,2,4,0,Yes,Yes,Yes,No,No,No,CA,95014
Cupertino,83,House ,2388000.0,1758.0,4,3,11278,A,A-,C+,A+,A-,1480 Aster Ct,Steven Wu,W Star Investment Inc,1,3,1,2,3,2,4,No,No,No,No,Yes,No,CA,95014
Cupertino,83,House ,1700000.0,1539.0,3,2,8029,A,A-,C+,A+,A-,21743 Alcazar Ave,Brittany Kaczorowski,Real Estate Agent,1,3,1,0,3,3,0,No,No,No,No,No,No,CA,95014
Cupertino,83,House ,2998000.0,1687.0,4,3,14159,A,A-,C+,A+,A-,10532 Cedar Tree Ct,Andy Tse,Intero Real Estate Services,1,3,1,1,1,3,10,No,No,No,No,Yes,No,CA,95014
Cupertino,83,House ,1999888.0,2094.0,2,2,9445,A,A-,C+,A+,A-,10943 Canyon Vista Dr,Coco Tan,Keller Williams Realty-Silicon Valley,1,3,1,0,5,3,0,No,No,No,No,No,No,CA,95014
Cupertino,83,House ,999000.0,914.0,2,1,4718,A,A-,C+,A+,A-,21062 Red Fir Ct,Helen Yang,Maxreal,1,3,1,3,3,3,5,No,No,No,No,Yes,No,CA,95014
Cupertino,83,House ,2190000.0,1477.0,3,3,10343,A,A-,C+,A+,A-,10033 Peninsula Ave,Han Chi Tsai,JS Realty,1,3,1,0,5,3,6,No,No,No,No,Yes,No,CA,95014
Cupertino,83,House ,838000.0,884.0,1,1,3958,A,A-,C+,A+,A-,10251 Nile Dr,David Lillo,DPL Real Estate,1,3,1,1,2,2,10,No,No,No,Yes,Yes,No,CA,95014
Cupertino,83,House ,980000.0,743.0,1,1,4628,A,A-,C+,A+,A-,20500 Town Center Ln 177,Cynthia Cheung,About Real Estate,1,3,1,2,2,2,6,No,No,No,No,Yes,No,CA,95014
Cupertino,83,Condo ,988000.0,1199.0,2,2,4666,A,A-,C+,A+,A-,20647 Celeste Cir,Vincent Yu,CENTURY 21 Real Estate Alliance,1,3,1,3,1,2,0,Yes,Yes,Yes,No,No,No,CA,95014
Cupertino,83,House ,1158888.0,1178.0,2,2,5473,A,A-,C+,A+,A-,10745 N De Anza Blvd 108,John Leahy,Redfin,1,3,1,3,1,3,6,No,No,No,No,Yes,No,CA,95014
Cupertino,83,House ,2395000.0,900.0,2,1,11311,A,A-,C+,A+,A-,11041 Stevens Canyon Rd,Gabe Reyes,Intero Real Estate Services,1,3,1,0,5,2,0,No,Yes,Yes,No,No,No,CA,95014
Cupertino,83,House ,799888.0,850.0,2,1,3778,A,A-,C+,A+,A-,17950 Stevens Canyon Rd,Compass ,Compass,1,2,1,0,0,2,0,No,Yes,Yes,No,No,No,CA,95014
Cupertino,83,Townhouse ,1850000.0,2058.0,4,4,8737,A,A-,C+,A+,A-,10280 Park Green Lane #828,Rossana Froehlich,CENTURY 21 Real Estate Alliance,1,3,1,2,2,2,0,No,Yes,Yes,No,No,No,CA,95014
Cupertino,83,House ,910000.0,1194.0,1,2,4298,A,A-,C+,A+,A-,10745 N De Anza Blvd 105,The Jamison Team,Tuscana Properties,1,3,1,3,1,3,7,No,No,No,No,Yes,No,CA,95014
Milpitas,74,House ,1195000.0,1547.0,3,3,5644,B-,B-,C-,C+,A,466 Cascadita Ter,Annie Culbertson,Real Estate Agent,1,3,1,3,0,3,7,No,No,No,Yes,Yes,No,CA,95035
Milpitas,74,House ,799000.0,1259.0,2,2,3774,B-,B-,C-,C+,A,800 S Abel St 427,Alex Yap,Realty World Dominion,1,3,1,2,0,3,1,No,No,No,Yes,Yes,No,CA,95035
Milpitas,74,House ,1295000.0,1460.0,3,2,6116,B-,B-,C-,C+,A,325 Hazen St,Drew Eggum,Blue Sapphire Homes,1,3,1,2,0,3,8,No,Yes,Yes,Yes,Yes,No,CA,95035
Milpitas,74,House ,2099000.0,2038.0,4,3,9913,B-,B-,C-,C+,A,760 Via Baja Dr,Mou Wong,168 Realty,1,2,1,2,0,3,0,No,No,No,No,No,No,CA,95035
Milpitas,74,House ,1199000.0,1833.0,3,3,5663,B-,B-,C-,C+,A,490 Montague Expy 21,Michelle Huerta,Real Estate Agent,1,3,1,3,0,3,7,No,No,No,No,Yes,No,CA,95035
