City,Livability_Score,Listing_Type,Price,Sq_Ft,Beds,Baths,Estimated_monthly_payment,Crime,Employment,Housing,Schools,User_Ratings,Address_Line_1,Agent_Name,Agent_Company,Airports,Colleges,Military_Bases,Shopping_Centers,Parks_and_Recreation,Utilities,Kitchen_Features,HOA,Parking,Garage,Pool,Laundry,Pets_Allowed,State,Zipcode
San Jose,67,House ,2248000.0,2702.0,4,3,10617,D,C+,C-,D,C+,3147 Promontory Way,Kerry Sexton,Compass,1,1,1,2,0,3,6,No,No,No,Yes,Yes,No,CA,95135
San Jose,67,House ,2295000.0,2730.0,4,4,10839,D,C+,C-,D,C+,520 N 5th St,Irene Suh,Elim Investment Company,1,3,1,1,5,3,5,No,No,No,No,Yes,No,CA,95112
San Jose,67,House ,2050000.0,1973.0,3,3,9682,D,C+,C-,D,C+,1722 Wilcox Way,Rim Bose,Coldwell Banker Realty,1,3,1,1,2,4,0,Yes,Yes,Yes,No,No,No,CA,95125
San Jose,67,Condo ,1250000.0,2154.0,2,2,5904,D,C+,C-,D,C+,5319 Silver Point Way,Roberta Murai,Coldwell Banker Realty,1,2,1,3,0,4,0,No,Yes,Yes,No,No,No,CA,95138
San Jose,67,House ,599980.0,975.0,2,2,2834,D,C+,C-,D,C+,4970 Cherry Ave 111,Alvaro Nevarez,EQ1,1,3,1,2,1,3,7,No,No,No,No,Yes,No,CA,95118
San Jose,67,House ,1099900.0,1622.0,2,2,5195,D,C+,C-,D,C+,130 E San Fernando St 404,John Leahy,Redfin,1,3,1,3,5,3,6,No,No,No,Yes,Yes,No,CA,95112
San Jose,67,House ,1649000.0,2524.0,4,3,7788,D,C+,C-,D,C+,1346 Erinwood Ct,Elena Johal,KW Bay Area Estates,1,3,1,3,1,3,4,No,No,No,No,Yes,No,CA,95121
San Jose,67,House ,1700000.0,2567.0,4,3,8029,D,C+,C-,D,C+,6577 Gravina Loop,Melanie Ventura,Better Homes and Gardens Real Estate Thrive,1,1,1,3,0,2,0,No,Yes,Yes,No,No,No,CA,95138
San Jose,67,House ,1150000.0,1354.0,3,2,5431,D,C+,C-,D,C+,6700 Buggywhip Ct,Douglas Goss,KW Bay Area Estates,1,1,1,2,2,3,6,No,No,No,Yes,Yes,No,CA,95120
San Jose,67,House ,1098000.0,1463.0,3,3,5186,D,C+,C-,D,C+,106 Sunol St,Janet Lam,Intero Real Estate Services,1,3,1,1,5,3,7,No,No,No,No,Yes,No,CA,95126
San Jose,67,House ,998000.0,1260.0,3,3,4713,D,C+,C-,D,C+,1146 Glenmeadow Ct,Fernando Palazzo,Palazzo Real Estate,1,3,1,2,5,3,9,No,No,No,Yes,Yes,No,CA,95125
San Jose,67,House ,879000.0,1804.0,2,2,4151,D,C+,C-,D,C+,7837 Prestwick Cir,Suzanne Ramirez,Keller Williams San Jose Gateway,1,1,1,3,0,3,9,No,No,No,Yes,Yes,No,CA,95135
San Jose,67,House ,1798000.0,1474.0,3,2,8492,D,C+,C-,D,C+,847 Willow Glen Way,Andy Sweat,KW Bay Area Estates,1,3,1,1,5,3,6,No,No,No,No,Yes,No,CA,95125
San Jose,67,House ,1699800.0,1164.0,2,1,8028,D,C+,C-,D,C+,1043 Glen Echo Ave,Lynette Morehead,Intero Real Estate Services,1,3,1,2,4,3,8,No,No,No,Yes,Yes,No,CA,95125
San Jose,67,House ,2499000.0,3287.0,5,4,11802,D,C+,C-,D,C+,6818 Glenview Dr,Steve Lee,Compass,1,1,1,2,2,3,8,No,Yes,Yes,Yes,Yes,No,CA,95120
San Jose,67,House ,998888.0,1502.0,4,2,4718,D,C+,C-,D,C+,116 Springhaven Ct,Pam Kelepouris,Compass,1,3,1,1,1,3,4,No,No,No,No,Yes,No,CA,95111
San Jose,67,House ,795000.0,1360.0,3,3,3755,D,C+,C-,D,C+,27 Deer Run Cir,Sumedha Grover,Real Estate Agent,1,3,1,1,1,2,8,No,No,No,Yes,Yes,No,CA,95136
San Jose,67,House ,1999999.0,1769.0,3,3,9446,D,C+,C-,D,C+,1904 Jonathan Ave,Bonafede Team,Compass,1,3,1,2,4,3,6,No,No,No,No,Yes,No,CA,95125
San Jose,67,House ,498000.0,903.0,2,1,2352,D,C+,C-,D,C+,2498 Golzio Ct 2,Brad Gill,NextHome Lifestyles,1,3,1,2,1,2,3,No,No,No,Yes,Yes,No,CA,95133
San Jose,67,House ,898888.0,1500.0,4,2,4245,D,C+,C-,D,C+,3081 Wall St,Brenda Avilla-Kintz,Realty ONE Group American,1,3,1,1,1,3,3,No,No,No,No,Yes,No,CA,95111
San Jose,67,House ,749000.0,1085.0,2,2,3537,D,C+,C-,D,C+,1070 Niguel Ln,Geoffrey Guo,Maxreal,1,1,1,3,0,3,0,No,No,No,Yes,No,No,CA,95138
San Jose,67,House ,1599000.0,1288.0,3,2,7552,D,C+,C-,D,C+,1207 Curtner Ave,Eliane Selwan,Real Estate Agent,1,3,1,0,0,2,2,Yes,Yes,Yes,No,No,No,CA,95125
San Jose,67,House ,1699888.0,1840.0,4,2,8028,D,C+,C-,D,C+,14841 Branham Ln,Alexis Orosco,Realty One Group Infinity,1,3,1,2,3,3,10,No,No,No,No,Yes,No,CA,95124
San Jose,67,House ,2390000.0,2044.0,4,3,11288,D,C+,C-,D,C+,2826 La Rhee Dr,Mike Herkenrath,Pavicich Realty,1,3,1,2,3,3,10,No,No,No,No,Yes,No,CA,95124
San Jose,67,House ,1290000.0,1768.0,3,3,6092,D,C+,C-,D,C+,386 Via Primavera Drive,Victoria Gangi,Corcoran Global Living,1,3,1,1,1,2,2,Yes,Yes,No,Yes,Yes,No,CA,95111
San Jose,67,Condo ,579000.0,800.0,1,1,2735,D,C+,C-,D,C+,5951 Sunstone Drive # 213,Jared English,"Jared English, Broker",1,1,1,3,0,4,1,Yes,Yes,Yes,Yes,Yes,No,CA,95123
San Jose,67,House ,499000.0,798.0,2,1,2357,D,C+,C-,D,C+,849 Wyman Way 4,Michael Peng Li,Goodview Financial & Real Estate,1,3,1,2,1,3,0,No,No,No,Yes,Yes,No,CA,95133
San Jose,67,Townhouse ,1100000.0,1124.0,2,2,5195,D,C+,C-,D,C+,1148 Coach Ct,Valeska Nemetiz,beycome of California,1,1,1,2,2,3,0,Yes,Yes,Yes,Yes,No,Yes,CA,95120
San Jose,67,House ,988000.0,1648.0,4,4,4666,D,C+,C-,D,C+,2538 Baton Rouge Dr,Dedy Efendi,Action Properties Inc,1,3,1,2,1,3,5,No,No,No,No,Yes,No,CA,95133
San Jose,67,House ,658000.0,966.0,2,2,3108,D,C+,C-,D,C+,1902 Tradan Dr,Raymond Ni,Compass,1,3,1,3,1,3,0,No,No,No,Yes,No,No,CA,95132
San Jose,67,House ,2498000.0,2835.0,5,3,11798,D,C+,C-,D,C+,2213 Quail Bluff Ct,Thao Dang  Brian Ng,Block Change Real Estate,1,2,1,3,0,3,3,No,No,No,No,Yes,No,CA,95121
San Jose,67,House ,1288000.0,1772.0,5,4,6083,D,C+,C-,D,C+,2550 Poplarwood Way,David Lillo,DPL Real Estate,1,3,1,3,1,3,8,No,No,No,No,Yes,No,CA,95132
San Jose,67,House ,1188000.0,1566.0,3,3,5611,D,C+,C-,D,C+,831 Las Palmas Way,Sophie Shen,SV Capital Group Inc.,1,3,1,2,1,3,12,No,No,No,No,Yes,No,CA,95133
San Jose,67,House ,1188000.0,1634.0,4,2,5611,D,C+,C-,D,C+,5838 Chris Dr,Chaochin Lu,Coldwell Banker Realty,1,2,1,3,0,4,0,No,Yes,Yes,No,No,No,CA,95123
San Jose,67,House ,1898888.0,2057.0,4,3,8968,D,C+,C-,D,C+,1819 Fallbrook Ave,Xiaoping Song,Real Estate Agent,1,3,1,2,3,3,9,No,No,No,No,Yes,No,CA,95130
San Jose,67,House ,1598000.0,2089.0,4,4,7547,D,C+,C-,D,C+,3377 San Rivas Dr,Tino Le,Pacificwide Real Estate & Mortgage,1,3,1,3,1,3,2,No,No,No,No,Yes,No,CA,95148
San Jose,67,House ,1398888.0,1790.0,5,3,6607,D,C+,C-,D,C+,3649 Rowley Dr,David Llorente,Realty One Group Infinity,1,3,1,2,1,3,1,No,No,No,No,No,No,CA,95132
San Jose,67,House ,925000.0,1447.0,2,2,4369,D,C+,C-,D,C+,2881 Meridian Ave 122,Ella Sun,Compass,1,3,1,2,2,3,3,No,No,No,Yes,Yes,No,CA,95124
San Jose,67,House ,1685000.0,1754.0,4,2,7958,D,C+,C-,D,C+,6187 Meridian Ave,Tina Beitashour,Bay Area Realty Group Services,1,2,1,3,2,2,2,No,No,No,No,Yes,No,CA,95120
San Jose,67,House ,1398000.0,1300.0,3,2,6603,D,C+,C-,D,C+,5340 Woodstock Way,L L Re Consult Grp,Keller Williams Realty-Silicon Valley,1,3,1,2,1,3,7,No,No,No,Yes,Yes,No,CA,95118
San Jose,67,House ,2100000.0,2111.0,5,3,9918,D,C+,C-,D,C+,5314 Lenora Ave,Diana Strannigan,Compass,1,3,1,2,0,3,7,No,No,No,No,Yes,No,CA,95124
San Jose,67,House ,1598000.0,1614.0,3,2,7547,D,C+,C-,D,C+,1456 Calle De Gilda,Mueller Zanger Group,Compass,1,3,1,2,1,3,6,No,No,No,No,Yes,No,CA,95118
San Jose,67,House ,399000.0,560.0,1,1,1884,D,C+,C-,D,C+,292 Stonegate Cir,Peter Bao,Cameo Real Estate,1,3,1,1,5,2,5,No,No,No,No,Yes,No,CA,95110
San Jose,67,House ,729000.0,971.0,1,1,3443,D,C+,C-,D,C+,2881 Meridian Ave 267,Holly Barr,Compass,1,3,1,2,2,3,0,No,No,No,Yes,Yes,No,CA,95124
San Jose,67,House ,1295000.0,1496.0,3,2,6116,D,C+,C-,D,C+,3449 Hillsborough Way,Valerie Trang,Infiniti Real Estate,1,3,1,2,1,3,3,No,No,No,No,No,No,CA,95121
San Jose,67,House ,998888.0,846.0,2,1,4718,D,C+,C-,D,C+,1338 Chertsey Ct,David Llorente,Realty One Group Infinity,1,3,1,2,1,3,0,No,No,No,No,No,No,CA,95131
San Jose,67,House ,589000.0,762.0,1,1,2782,D,C+,C-,D,C+,4870 Lakebird Pl,Shirley Frantz,Keller Williams Realty-Silicon Valley,1,3,1,2,4,3,5,No,No,No,Yes,Yes,No,CA,95124
San Jose,67,House ,800000.0,1052.0,2,2,3778,D,C+,C-,D,C+,2640 Yerba Vista Ct,Brett Burns,Kinoko,1,2,1,3,0,3,0,No,No,No,Yes,Yes,No,CA,95121
San Jose,67,House ,1299999.0,1689.0,3,3,6140,D,C+,C-,D,C+,55 S 17th St,Marcus Ortiz,Coldwell Banker Realty,1,3,1,0,5,4,0,Yes,Yes,Yes,No,No,No,CA,95112
San Jose,67,House ,1898000.0,1885.0,4,3,8964,D,C+,C-,D,C+,1511 Shaw Dr,Avil Soleiman,Akkadian Group,1,3,1,3,0,3,7,No,No,No,No,Yes,No,CA,95118
San Jose,67,House ,1795000.0,2533.0,5,3,8477,D,C+,C-,D,C+,2048 Ensign Way,Arlene Finney,Sereno,1,3,1,3,1,3,6,No,No,No,No,Yes,No,CA,95133
San Jose,67,House ,1358888.0,1322.0,4,2,6418,D,C+,C-,D,C+,1361 Turrett Dr,Julie Qiao,"Bay Area Realty & Mortgage, Inc.",1,3,1,2,1,2,5,No,No,No,No,Yes,No,CA,95131
San Jose,67,House ,1298950.0,2106.0,3,3,6135,D,C+,C-,D,C+,5313 Olstad Ct,Yvonne Yang,Compass,1,1,1,3,0,3,5,No,No,No,No,Yes,No,CA,95111
San Jose,67,House ,1625000.0,1502.0,4,2,7675,D,C+,C-,D,C+,1388 Poe Ln,Ayelet Gingold,Agam Real Estate,1,3,1,2,2,3,8,No,No,No,No,Yes,No,CA,95130
San Jose,67,House ,1098888.0,1651.0,3,2,5190,D,C+,C-,D,C+,11978 Duncan St,Pete Flores,Silicon Valley Residential Brokerage Inc,1,3,1,2,1,3,10,No,No,No,No,Yes,No,CA,95127
San Jose,67,House ,1799000.0,2813.0,4,3,8496,D,C+,C-,D,C+,5949 Hillrose Dr,Ismar Maslic,Montalvo Realty,1,2,1,3,1,2,0,No,No,No,No,No,No,CA,95123
San Jose,67,House ,998000.0,1243.0,3,2,4713,D,C+,C-,D,C+,159 Page Mill Dr,Geoffrey Hollands,Coldwell Banker Realty,1,3,1,1,1,4,0,Yes,Yes,Yes,No,No,No,CA,95111
San Jose,67,House ,2899000.0,2943.0,4,3,13691,D,C+,C-,D,C+,1168 Koch Ln,Nick Khoe,Real Estate Agent,1,3,1,1,0,3,5,No,No,No,No,Yes,No,CA,95125
San Jose,67,House ,1799000.0,2030.0,4,3,8496,D,C+,C-,D,C+,3483 Corning Dr,Trish Forsman,Coldwell Banker Realty,1,3,1,2,0,4,0,Yes,Yes,Yes,No,No,No,CA,95118
San Jose,67,House ,1638888.0,1728.0,3,2,7740,D,C+,C-,D,C+,5392 Hammerton Ct,Kim Kobara,Elite Realty Services,1,2,1,2,1,3,4,No,No,No,No,Yes,No,CA,95118
San Jose,67,House ,595000.0,900.0,2,1,2810,D,C+,C-,D,C+,3115 Cedarcrest Ln,Tamara Jones Barnard,Real Estate Agent,1,3,1,3,1,3,4,No,No,No,Yes,Yes,No,CA,95132
San Jose,67,House ,1399000.0,1980.0,3,3,6607,D,C+,C-,D,C+,470 N White Rd,Melinda Collins,Songs Realty & Inv Co,1,3,1,2,1,3,5,No,No,No,No,Yes,No,CA,95127
San Jose,67,Manufactured ,300000.0,1152.0,3,2,1417,D,C+,C-,D,C+,1955 Quimby 1804,Mimi Du,Alliance Bay Realty,1,3,1,1,2,3,0,No,No,No,No,No,No,CA,95122
San Jose,67,House ,800000.0,1159.0,3,2,3778,D,C+,C-,D,C+,2208 Meadowgate Way,Mimi Du,Alliance Bay Realty,1,3,1,2,1,2,0,No,No,No,No,No,No,CA,95132
San Jose,67,House ,1848000.0,2900.0,4,4,8728,D,C+,C-,D,C+,2072 The Alameda,Catalina Collins,Intero Real Estate Services,1,3,1,1,5,3,0,No,Yes,Yes,No,Yes,No,CA,95126
San Jose,67,House ,2188000.0,1727.0,3,2,10334,D,C+,C-,D,C+,2170 Bello Ave,Camille Eder,Coldwell Banker Realty,1,3,1,2,1,4,0,Yes,Yes,Yes,No,No,No,CA,95125
San Jose,67,House ,1450000.0,1581.0,4,2,6848,D,C+,C-,D,C+,4466 Illsley Ct,Danny Duong,Infiniti Real Estate,1,3,1,3,1,3,9,No,No,No,No,Yes,No,CA,95136
San Jose,67,House ,2295000.0,2417.0,4,3,10839,D,C+,C-,D,C+,5569 Del Oro Pl,C.T. Harris,Sereno,1,3,1,1,0,3,5,No,No,No,Yes,Yes,No,CA,95124
San Jose,67,Townhouse ,849000.0,1124.0,2,3,4010,D,C+,C-,D,C+,3513 Ivalynn Cir,Angela Franco,Intero Real Estate Services,1,3,1,1,1,2,5,Yes,Yes,Yes,Yes,Yes,No,CA,95132
San Jose,67,House ,1895000.0,2718.0,3,3,8950,D,C+,C-,D,C+,10590 Crothers Rd,Daniel Gluhaich,Intero Real Estate Services,1,2,1,0,0,3,5,No,No,No,No,Yes,No,CA,95127
San Jose,67,House ,1049000.0,1953.0,3,4,4954,D,C+,C-,D,C+,2721 Forino Ln 3,Kamaljit Gill,Real Estate Agent,1,3,1,3,0,3,11,No,No,No,No,Yes,No,CA,95111
San Jose,67,House ,1099000.0,1120.0,3,2,5190,D,C+,C-,D,C+,25 Avenida Espana,Harvey Young,KW Santa Clara Valley Inc,1,1,1,3,0,3,4,No,No,No,No,Yes,No,CA,95139
San Jose,67,House ,2599000.0,1760.0,4,2,12275,D,C+,C-,D,C+,5675 Kimberly St,Helen Yang,Maxreal,1,3,1,2,1,3,1,No,No,No,No,Yes,No,CA,95129
San Jose,67,House ,1050000.0,1479.0,4,3,4959,D,C+,C-,D,C+,887 S Sunset Ave,Laxmi Penupothula,Real Estate Agent,1,3,1,1,2,3,7,No,No,No,No,Yes,No,CA,95116
San Jose,67,House ,798000.0,1488.0,2,3,3769,D,C+,C-,D,C+,144 S 3rd St 152,Kathleen Tuttle,Keller Williams Realty-Silicon Valley,1,3,1,2,5,3,8,No,No,No,Yes,Yes,No,CA,95112
San Jose,67,House ,999000.0,1775.0,4,2,4718,D,C+,C-,D,C+,654 Willis Ave,Simon Zhang,Gold House Realty & Mortgage,1,3,1,1,5,3,0,No,Yes,Yes,No,No,No,CA,95125
San Jose,67,House ,1999800.0,2629.0,4,4,9445,D,C+,C-,D,C+,3342 Shoshana Ln,Laxmi Penupothula,Real Estate Agent,1,2,1,3,0,3,10,No,No,No,No,No,No,CA,95135
San Jose,67,House ,1299000.0,1517.0,4,2,6135,D,C+,C-,D,C+,3649 Tankerland Ct,Laxmi Penupothula,Real Estate Agent,1,2,1,2,1,3,0,No,No,No,No,No,No,CA,95121
San Jose,67,House ,2398200.0,2177.0,5,3,11326,D,C+,C-,D,C+,6586 Broadacres Dr,Stephanie Perrault,Coldwell Banker Realty,1,1,1,3,2,4,0,No,Yes,Yes,No,No,No,CA,95120
San Jose,67,House ,1890000.0,2461.0,4,3,8926,D,C+,C-,D,C+,2808 McAnn Ct,Harry Cordiano,Flat Rate Realty,1,2,1,2,1,3,7,No,Yes,Yes,Yes,Yes,No,CA,95121
San Jose,67,House ,898000.0,1280.0,3,2,4241,D,C+,C-,D,C+,1634 Marsh St,Jose Duarte,Intero Real Estate Services,1,3,1,1,2,2,2,No,No,No,No,No,No,CA,95122
San Jose,67,House ,899999.0,1452.0,4,3,4251,D,C+,C-,D,C+,7166 Golf Course Ln,Astha Mathur,Compass,1,1,1,3,1,3,3,No,No,No,Yes,Yes,No,CA,95139
San Jose,67,Manufactured ,274000.0,1440.0,2,2,1294,D,C+,C-,D,C+,2801 Moss Hollow 2801,Kristen Jurevich,Intero Real Estate Services,1,3,1,3,1,3,7,No,No,No,No,Yes,No,CA,95121
San Jose,67,House ,1299000.0,1149.0,2,2,6135,D,C+,C-,D,C+,1029 Forest Knoll Dr,Vito Scarnecchia,Compass,1,3,1,2,1,2,0,No,No,No,Yes,No,No,CA,95129
San Jose,67,House ,1288888.0,1197.0,3,2,6087,D,C+,C-,D,C+,730 Fuller Ave,Jenele Balaz,Intero Real Estate Services,1,3,1,2,5,2,4,No,No,No,No,Yes,No,CA,95125
San Jose,67,Manufactured ,370000.0,1785.0,3,2,1747,D,C+,C-,D,C+,195 Blossom Hill Rd 113,Auggie Ruberto,Real Estate Agent,1,2,1,3,0,3,14,No,No,No,No,Yes,No,CA,95123
San Jose,67,House ,2180000.0,1400.0,3,2,10296,D,C+,C-,D,C+,1615 McGregor Way,Albert Ho,Aicare Realty,1,3,1,3,1,2,7,No,No,No,No,Yes,No,CA,95129
San Jose,67,Condo ,720888.0,899.0,1,1,3405,D,C+,C-,D,C+,88 E San Fernando St 1609,Cynthia Gao,Parkmont Group Inc.,1,3,1,3,5,3,4,Yes,Yes,Yes,Yes,Yes,No,CA,95113
San Jose,67,House ,538000.0,906.0,1,1,2541,D,C+,C-,D,C+,1996 Tradan Dr,Jocelyn Xie,Real Estate Agent,1,3,1,3,1,3,0,No,No,No,Yes,No,No,CA,95132
San Jose,67,House ,799999.0,1268.0,3,3,3778,D,C+,C-,D,C+,102 Path Way,Peter Redmond,eXp Realty of California Inc.,1,3,1,1,1,3,0,No,No,No,No,No,No,CA,95136
San Jose,67,House ,479999.0,645.0,1,1,2267,D,C+,C-,D,C+,2445 Julibee Ln,Irene Castillo,Century 21 Real Estate Alliance,1,3,1,3,1,3,8,No,No,No,Yes,Yes,No,CA,95131
San Jose,67,House ,2258000.0,2430.0,5,3,10664,D,C+,C-,D,C+,1751 Frobisher Way,Liz Oreglia,Intero Real Estate Services,1,3,1,2,3,3,7,No,No,No,Yes,Yes,No,CA,95124
San Jose,67,House ,1498000.0,1275.0,3,2,7075,D,C+,C-,D,C+,761 Willow Glen Way,Melinda Gedryn,Coldwell Banker Realty,1,3,1,2,5,4,0,No,Yes,Yes,No,No,No,CA,95125
San Jose,67,House ,1799000.0,1581.0,3,2,8496,D,C+,C-,D,C+,1145 Clark Way,Shari Panahi,Intero Real Estate Services,1,3,1,2,2,3,0,No,No,No,No,No,No,CA,95125
San Jose,67,House ,1499000.0,2124.0,4,3,7080,D,C+,C-,D,C+,6204 Glendora Court,Matthew Swenson,Golden Gate Sotheby's International Realty,1,3,1,3,1,4,2,Yes,Yes,Yes,No,No,No,CA,95123
San Jose,67,House ,448000.0,667.0,1,1,2116,D,C+,C-,D,C+,1060 S 3rd St 139,Thomas G. Nixon,eXp Realty of California Inc.,1,3,1,1,5,3,4,No,No,No,Yes,Yes,No,CA,95112
San Jose,67,Manufactured ,349000.0,1800.0,3,2,1648,D,C+,C-,D,C+,510 Saddlebrook Dr 22,Dorothy Coulter,Exit Realty Keystone,1,3,1,1,1,3,6,No,No,No,No,Yes,No,CA,95136
San Jose,67,House ,2988888.0,1812.0,4,3,14116,D,C+,C-,D,C+,6359 Prospect Rd,Laxmi Penupothula,Real Estate Agent,1,3,1,3,0,3,7,No,No,No,No,Yes,No,CA,95129
San Jose,67,House ,1699999.0,1885.0,4,2,8029,D,C+,C-,D,C+,6370 Camden Ave,Kristina Allender,Altas Realty,1,2,1,3,2,3,9,No,No,No,No,Yes,No,CA,95120
San Jose,67,House ,1679888.0,2069.0,3,3,7934,D,C+,C-,D,C+,2758 Bungalow Ct,Deborah Chiang,Realty World Trademark Prop.,1,3,1,1,0,3,12,No,No,No,No,Yes,No,CA,95125
San Jose,67,House ,599888.0,880.0,2,1,2833,D,C+,C-,D,C+,284 Kenbrook Cir,Yasir Aladdin,Real Estate Agent,1,3,1,1,1,3,4,No,No,No,Yes,Yes,No,CA,95111
San Jose,67,House ,1099000.0,1241.0,4,2,5190,D,C+,C-,D,C+,3535 Pitcairn Way,Kim Vu,Coldwell Banker Realty,1,3,1,2,1,3,0,Yes,Yes,Yes,No,No,No,CA,95111
San Jose,67,House ,1800000.0,1727.0,3,2,8501,D,C+,C-,D,C+,1359 Mariposa Ave,John V. Pinto,"John V. Pinto, Broker",1,3,1,1,5,3,8,No,No,No,Yes,Yes,No,CA,95126
San Jose,67,House ,855000.0,1050.0,2,2,4038,D,C+,C-,D,C+,7110 Rainbow Dr 12,Michelle Huerta,Real Estate Agent,1,3,1,2,2,3,1,No,No,No,No,Yes,No,CA,95129
San Jose,67,Manufactured ,270000.0,1740.0,2,2,1275,D,C+,C-,D,C+,783 Villa Teresa Way 783,Lindy Latham,BRG Realty,1,3,1,3,1,3,8,No,No,No,No,Yes,No,CA,95123
San Jose,67,House ,1279000.0,1635.0,3,3,6041,D,C+,C-,D,C+,211 Proximity Way,Adriane Alston,"Metis Real Estate, Inc.",1,3,1,3,5,3,7,No,No,No,No,Yes,No,CA,95110
San Jose,67,Condo ,1388888.0,1635.0,3,3,6559,D,C+,C-,D,C+,186 Velocity Way 186,Joe Piazza,Coldwell Banker Realty,1,3,1,2,5,4,0,Yes,Yes,Yes,No,No,No,CA,95110
San Jose,67,Manufactured ,129900.0,804.0,2,2,613,D,C+,C-,D,C+,759 Spindrift Place,Duane Margreiter,CPS Property Solutions,1,3,1,2,3,3,0,No,Yes,No,No,Yes,No,CA,95134
San Jose,67,House ,1080000.0,1068.0,3,1,5101,D,C+,C-,D,C+,684 N 15th St,Samantha Lam,"Samantha Lam, Broker",1,3,1,1,5,2,4,No,No,No,No,Yes,No,CA,95112
San Jose,67,House ,868800.0,844.0,3,2,4103,D,C+,C-,D,C+,142 Millar Ave,Kim Oanh Pham,"Real Estate Investment Experts, Inc.",1,3,1,1,2,2,4,No,No,No,No,Yes,No,CA,95127
San Jose,67,Condo ,500000.0,903.0,2,1,2361,D,C+,C-,D,C+,4607 Capay Drive # 3,Clyde Washington,Advance 1 McKeever Real Estate,1,3,1,1,1,4,3,Yes,Yes,Yes,Yes,Yes,No,CA,95118
San Jose,67,House ,1398000.0,1426.0,4,3,6603,D,C+,C-,D,C+,1571 Willowbrook Drive,Heidi Herz,Golden Gate Sotheby's International Realty,1,3,1,3,0,2,2,Yes,Yes,Yes,No,No,No,CA,95118
San Jose,67,House ,1185000.0,2205.0,4,3,5597,D,C+,C-,D,C+,251 Frangipani Ct,Elena Tsukanova,Compass,1,3,1,1,2,3,0,No,No,No,No,No,No,CA,95111
San Jose,67,Condo ,749000.0,987.0,1,1,3537,D,C+,C-,D,C+,38 Almaden Boulevard #313,Joseph Karakas,KW Bay Area Estates,1,3,1,2,5,2,1,Yes,Yes,Yes,No,No,No,CA,95110
San Jose,67,House ,749000.0,987.0,1,1,3537,D,C+,C-,D,C+,38 N Almaden Blvd 313,Joseph Karakas,Real Estate Agent,1,3,1,3,5,3,0,No,No,No,Yes,Yes,No,CA,95110
San Jose,67,House ,750000.0,1072.0,2,3,3542,D,C+,C-,D,C+,5423 Sanchez Dr,Colleen Bei,Legend Realty & Finance Group,1,2,1,2,1,3,0,No,No,No,No,Yes,No,CA,95123
San Jose,67,House ,1288000.0,1483.0,3,2,6083,D,C+,C-,D,C+,3059 Muirdrum Place,Daniel Li,KW Silicon City,1,3,1,3,1,1,0,No,Yes,Yes,No,No,No,CA,95148
San Jose,67,Manufactured ,299888.0,1242.0,3,2,1416,D,C+,C-,D,C+,1520 E Capitol Expy 217,Hong-Lan Nguyen,Bay Realty Group,1,3,1,3,1,3,2,No,No,No,No,Yes,No,CA,95121
San Jose,67,Condo ,650000.0,1061.0,2,2,3070,D,C+,C-,D,C+,125 Patterson Street # 217,Jimmy Chen,JC Property Investment,1,3,1,1,5,3,3,Yes,Yes,No,Yes,Yes,No,CA,95112
San Jose,67,House ,1499000.0,2454.0,4,4,7080,D,C+,C-,D,C+,5052 Edenvale Ave,Surinder Gill,Compass,1,3,1,1,1,3,8,Yes,Yes,Yes,Yes,Yes,No,CA,95136
San Jose,67,House ,1750000.0,2110.0,4,3,8265,D,C+,C-,D,C+,6146 Franciscan Court,Amy A. McCafferty,Golden Gate Sotheby's International Realty,1,2,1,2,2,4,2,Yes,Yes,Yes,No,No,No,CA,95120
San Jose,67,House ,2498000.0,2707.0,4,3,11798,D,C+,C-,D,C+,7194 Wooded Lake Drive,Heidi Herz,Golden Gate Sotheby's International Realty,1,1,1,2,1,2,4,Yes,Yes,Yes,No,No,No,CA,95120
San Jose,67,House ,1480000.0,1843.0,4,2,6990,D,C+,C-,D,C+,492 Barron Park Court,Sala Homes Group,SALA Homes Realty & Developmen,1,3,1,3,1,1,0,No,Yes,Yes,No,No,No,CA,95136
San Jose,67,House ,1888000.0,2788.0,5,4,8917,D,C+,C-,D,C+,843 Delmas Ave,Kasra Farsad,"SV Ventures, Inc",1,3,1,2,5,3,6,No,No,No,No,No,No,CA,95125
San Jose,67,House ,1998000.0,2047.0,4,2,9436,D,C+,C-,D,C+,1148 Palm St,Joseph Portale,Compass,1,3,1,1,5,3,5,No,No,No,No,Yes,No,CA,95110
San Jose,67,House ,1200000.0,1355.0,4,2,5667,D,C+,C-,D,C+,5995 S Garden Court,Beau Miracle,Miracle Realty,1,1,1,2,0,2,1,Yes,Yes,Yes,No,Yes,No,CA,95138
San Jose,67,House ,1398000.0,2273.0,4,3,6603,D,C+,C-,D,C+,798 Clarkston Dr,Erfan Modirzadeh,Intero Real Estate Services,1,3,1,2,1,3,0,No,No,No,No,No,No,CA,95136
San Jose,67,House ,525000.0,720.0,1,1,2479,D,C+,C-,D,C+,2458 Kimpton Ct,Nannarie Chaikumnerd,eXp Realty of California Inc.,1,3,1,2,1,3,6,No,No,No,No,Yes,No,CA,95133
San Jose,67,Condo ,599888.0,910.0,2,1,2833,D,C+,C-,D,C+,3586 Payne Avenue 10,Rehman Farishta,Home Advantage Corp,1,3,1,2,3,3,9,Yes,Yes,Yes,Yes,Yes,No,CA,95117
